airzone,site,location,parameter,year,annual metric,1-hour,no adjustment
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2013,0.8,18.7,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2014,0.7,12.5,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2015,0.4,8.2,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2016,0.3,7,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2017,0.3,6.5,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2018,0.3,6.4,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2019,0.4,6.5,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2020,0.3,5.6,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2021,0.3,5.5,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2022,0.3,5.8,green
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,so2,2023,0.5,6.6,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2013,1.8,38,yellow
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2014,1.7,24.6,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2015,0.9,18.6,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2016,1,18.4,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2017,1.1,18.1,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2018,0.6,17.7,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2019,0.5,12.7,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2020,0.5,10.5,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2021,0.6,12.2,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2022,0.6,13.9,green
Lower Fraser Valley,Burnaby North Eton,Burnaby-North,so2,2023,0.8,13.5,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2013,0.6,8.7,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2014,0.6,7.4,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2015,0.4,5.7,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2016,0.3,4.8,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2017,0.4,4.8,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2018,0.3,4.8,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2019,0.3,4.9,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2020,0.3,3.9,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2021,0.2,3.7,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2022,0.3,3.1,green
Lower Fraser Valley,Burnaby South,Burnaby-South,so2,2023,0.3,3.2,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2013,0.2,4.4,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2014,0.1,4.4,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2015,0.2,4.1,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2016,0.1,3,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2017,0.1,3.4,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2018,0.1,3,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2019,0.1,3.1,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2020,0.1,2.5,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2021,0.1,1.7,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2022,0.1,1.1,green
Lower Fraser Valley,Chilliwack Airport,Chilliwack,so2,2023,0.2,0.8,green
Lower Fraser Valley,Langley Central,Langley,so2,2013,0.2,4.4,green
Lower Fraser Valley,Langley Central,Langley,so2,2014,0.2,5.1,green
Lower Fraser Valley,Langley Central,Langley,so2,2015,0.2,5.3,green
Lower Fraser Valley,Langley Central,Langley,so2,2016,0.1,5.1,green
Lower Fraser Valley,Langley Central,Langley,so2,2017,0.2,4.3,green
Lower Fraser Valley,Langley Central,Langley,so2,2018,0.1,3.6,green
Lower Fraser Valley,Langley Central,Langley,so2,2019,0.2,3.5,green
Lower Fraser Valley,Langley Central,Langley,so2,2020,0.1,3,green
Lower Fraser Valley,Langley Central,Langley,so2,2021,0.1,2.3,green
Lower Fraser Valley,Langley Central,Langley,so2,2022,0.1,1.4,green
Lower Fraser Valley,Langley Central,Langley,so2,2023,0.2,1,green
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2013,1.7,82.3,red
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2014,1.3,88.6,red
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2015,0.8,89.1,red
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2016,0.5,60.8,orange
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2017,0.9,59.5,orange
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2018,0.6,55.2,orange
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2019,0.5,54,orange
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2020,0.3,35.2,yellow
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2021,0.4,25,green
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2022,0.6,28.6,green
Lower Fraser Valley,North Burnaby Capitol Hill,Burnaby-Capitol Hill,so2,2023,0.7,38.1,yellow
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2013,0.8,20.3,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2014,0.8,15.7,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2015,0.3,10.8,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2016,0.3,8.1,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2017,0.4,5.4,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2018,0.3,5,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2019,0.2,4.7,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2020,0.2,4.3,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2021,0.3,3.6,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2022,0.3,3.3,green
Lower Fraser Valley,North Vancouver Mahon Park,N.Vancouver-Mahon Park,so2,2023,0.4,3.4,green
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2013,1.3,25.6,green
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2014,1.4,19.7,green
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2015,0.6,12.9,green
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2016,0.4,9.7,green
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2017,0.5,7.2,green
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2018,0.3,6.7,green
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2019,NA,NA,NA
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2020,NA,NA,NA
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2021,NA,NA,NA
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2022,0.4,3.1,green
Lower Fraser Valley,North Vancouver Second Narrows,N.Vancouver-2nd Narrows,so2,2023,0.4,3.7,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2013,0.4,5.2,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2014,0.4,5,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2015,0.4,4.3,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2016,0.3,4.1,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2017,0.4,3.9,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2018,0.3,3.9,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2019,0.4,4.3,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2020,0.3,3.9,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2021,0.1,3,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2022,0.1,2,green
Lower Fraser Valley,Pitt Meadows Meadowlands School,Pitt Meadows,so2,2023,0.4,1.9,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2013,0.9,20.1,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2014,0.6,16.8,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2015,0.6,12,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2016,0.3,8.9,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2017,0.4,7.5,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2018,0.4,6.5,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2019,0.3,5.7,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2020,0.3,6,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2021,0.2,5.1,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2022,0.4,5.4,green
Lower Fraser Valley,Port Moody Rocky Point Park,Port Moody,so2,2023,0.3,5.8,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2013,0.5,5.9,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2014,0.4,5.4,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2015,0.4,5,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2016,0.3,4.4,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2017,0.3,4.6,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2018,0.3,4.1,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2019,0.3,3.8,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2020,0.1,2.5,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2021,0.1,2.1,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2022,0.1,1.5,green
Lower Fraser Valley,Richmond South,Richmond-South,so2,2023,0.2,1.4,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2013,0.3,7.9,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2014,0.4,7.3,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2015,0.3,5.7,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2016,0.4,5.3,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2017,0.4,5.5,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2018,0.3,5.6,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2019,0.2,5.4,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2020,0.1,4.2,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2021,0.2,2.6,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2022,0.2,1.8,green
Lower Fraser Valley,Tsawwassen,Tsawwassen,so2,2023,0.5,1.3,green
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2013,NA,NA,NA
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2014,NA,NA,NA
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2015,NA,NA,NA
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2016,NA,NA,NA
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2017,NA,NA,NA
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2018,0.6,NA,green
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2019,0.4,4.7,green
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2020,0.3,4.1,green
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2021,0.3,3.3,green
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2022,NA,3,green
Lower Fraser Valley,Vancouver Clark Drive,Vancouver-ClarkDr,so2,2023,NA,NA,NA
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2013,0.7,6.9,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2014,0.6,6,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2015,0.4,5.1,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2016,0.2,4.3,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2017,0.4,4.2,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2018,0.5,4,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2019,0.4,3.9,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2020,0.2,4.1,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2021,0.2,4.8,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2022,0.3,4.7,green
Lower Fraser Valley,Vancouver International Airport 2,Richmond-Airport,so2,2023,0.4,4.1,green
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2013,1,14.6,green
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2014,NA,13.6,green
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2015,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2016,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2017,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2018,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2019,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2020,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2021,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2022,NA,NA,NA
Lower Fraser Valley,Vancouver Kitsilano,Vancouver-Kitsilano,so2,2023,NA,NA,NA
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2013,NA,NA,NA
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2014,NA,NA,NA
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2015,NA,NA,NA
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2016,1,NA,green
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2017,1.2,19.9,green
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2018,0.7,17,green
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2019,0.6,11.7,green
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2020,0.5,7.4,green
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2021,NA,5.6,green
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2022,NA,NA,NA
Lower Fraser Valley,Vancouver Pandora Park,Vancouver-Pandora Park,so2,2023,NA,NA,NA
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2013,2.2,28,yellow
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2014,1.6,22.9,green
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2015,0.6,12.4,green
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2016,NA,10.7,green
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2017,0.5,7.9,green
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2018,0.4,6,green
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2019,0.3,4.9,green
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2020,0.3,4.8,green
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2021,0.4,4.8,green
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2022,NA,5.9,green
Lower Fraser Valley,Vancouver Robson Square,Vancouver-Downtown,so2,2023,0.5,6,green
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2013,NA,NA,NA
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2014,0.1,NA,green
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2015,0.1,2.8,green
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2016,NA,2.8,green
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2017,NA,NA,NA
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2018,NA,NA,NA
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2019,NA,NA,NA
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2020,NA,NA,NA
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2021,NA,NA,NA
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2022,NA,NA,NA
Northeast,Doig River Cultural Centre,Doig River Cultural Centre,so2,2023,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2013,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2014,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2015,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2016,NA,NA,NA
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2017,0.3,NA,green
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2018,0.3,4.9,green
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2019,0.3,5.1,green
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2020,0.6,5,green
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2021,NA,5.1,green
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2022,0.2,3.7,green
Northeast,Fort St John Key Learning Centre,FortSt.John,so2,2023,0.4,3.5,green
Northeast,Rolla 213 Road,Rolla,so2,2013,NA,NA,NA
Northeast,Rolla 213 Road,Rolla,so2,2014,NA,NA,NA
Northeast,Rolla 213 Road,Rolla,so2,2015,NA,NA,NA
Northeast,Rolla 213 Road,Rolla,so2,2016,0.3,NA,green
Northeast,Rolla 213 Road,Rolla,so2,2017,NA,NA,NA
Northeast,Rolla 213 Road,Rolla,so2,2018,NA,NA,NA
Northeast,Rolla 213 Road,Rolla,so2,2019,NA,NA,NA
Northeast,Rolla 213 Road,Rolla,so2,2020,NA,NA,NA
Northeast,Rolla 213 Road,Rolla,so2,2021,NA,NA,NA
Northeast,Rolla 213 Road,Rolla,so2,2022,NA,NA,NA
Northeast,Rolla 213 Road,Rolla,so2,2023,NA,NA,NA
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2013,NA,NA,NA
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2014,NA,NA,NA
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2015,NA,NA,NA
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2016,0.3,NA,green
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2017,0.5,20.8,green
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2018,NA,20.8,green
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2019,NA,NA,NA
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2020,NA,NA,NA
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2021,NA,NA,NA
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2022,NA,NA,NA
Northeast,Taylor Lone Wolf Golf Course,Taylor,so2,2023,NA,NA,NA
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2013,0.5,22.4,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2014,0.7,23.1,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2015,0.5,17.8,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2016,0.3,14.7,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2017,0.3,13.8,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2018,0.4,22.4,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2019,0.4,27.7,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2020,0.3,24.3,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2021,0.3,14.3,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2022,0.4,9.1,green
Northeast,Taylor South Hill,Taylor-SouthHill,so2,2023,0.4,10.8,green
Northeast,Taylor Townsite,Taylor-Townsite,so2,2013,1.3,62.8,orange
Northeast,Taylor Townsite,Taylor-Townsite,so2,2014,NA,59.4,orange
Northeast,Taylor Townsite,Taylor-Townsite,so2,2015,1.1,52.1,orange
Northeast,Taylor Townsite,Taylor-Townsite,so2,2016,0.7,38.8,yellow
Northeast,Taylor Townsite,Taylor-Townsite,so2,2017,0.7,38.8,yellow
Northeast,Taylor Townsite,Taylor-Townsite,so2,2018,0.9,36.6,yellow
Northeast,Taylor Townsite,Taylor-Townsite,so2,2019,1,47,yellow
Northeast,Taylor Townsite,Taylor-Townsite,so2,2020,0.6,44.6,yellow
Northeast,Taylor Townsite,Taylor-Townsite,so2,2021,0.5,37.6,yellow
Northeast,Taylor Townsite,Taylor-Townsite,so2,2022,0.8,26.7,green
Northeast,Taylor Townsite,Taylor-Townsite,so2,2023,0.7,26.7,green
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2013,NA,NA,NA
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2014,0.4,NA,green
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2015,0.3,NA,green
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2016,NA,NA,NA
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2017,NA,NA,NA
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2018,NA,NA,NA
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2019,NA,NA,NA
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2020,NA,NA,NA
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2021,NA,NA,NA
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2022,NA,NA,NA
Northeast,Tomslake 197 Rd East,Tomslake 197 Rd East,so2,2023,NA,NA,NA
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2013,3.7,57.1,orange
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2014,1.9,52.3,orange
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2015,1.9,52.1,orange
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2016,2.2,47.6,yellow
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2017,2.6,51.9,orange
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2018,1.7,49.2,yellow
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2019,1.6,45.2,yellow
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2020,1.7,38.8,yellow
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2021,1.2,35.4,yellow
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2022,1.3,31.6,yellow
Southern Interior,Castlegar Zinio Park,Castlegar,so2,2023,0.7,26.4,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2013,0.5,12.6,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2014,0.5,11.5,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2015,0.5,10.2,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2016,0.6,9.6,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2017,0.5,9.4,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2018,0.2,7.4,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2019,0.2,6.6,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2020,0.3,4.4,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2021,0.4,4.3,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2022,0.4,4.9,green
Southern Interior,Kamloops Federal Building,Kamloops,so2,2023,0.3,5.5,green
Southern Interior,Kelowna,Kelowna,so2,2013,0.4,1.8,green
Southern Interior,Kelowna,Kelowna,so2,2014,0.3,1.8,green
Southern Interior,Kelowna,Kelowna,so2,2015,0.4,1.8,green
Southern Interior,Kelowna,Kelowna,so2,2016,0.3,1.8,green
Southern Interior,Kelowna,Kelowna,so2,2017,0.3,1.8,green
Southern Interior,Kelowna,Kelowna,so2,2018,0.4,1.8,green
Southern Interior,Kelowna,Kelowna,so2,2019,NA,1.8,green
Southern Interior,Kelowna,Kelowna,so2,2020,0.3,1.7,green
Southern Interior,Kelowna,Kelowna,so2,2021,0.3,1.6,green
Southern Interior,Kelowna,Kelowna,so2,2022,0.3,1.6,green
Southern Interior,Kelowna,Kelowna,so2,2023,0.3,1.7,green
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2013,NA,NA,NA
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2014,NA,NA,NA
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2015,NA,NA,NA
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2016,NA,NA,NA
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2017,NA,NA,NA
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2018,NA,NA,NA
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2019,NA,NA,NA
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2020,NA,NA,NA
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2021,NA,NA,NA
Southern Interior,Merritt Nicola Ave MAML,Merritt-NicolaAve,so2,2022,NA,NA,NA
