site,tfee,instrument,year,latitude,longitude,pollutant,metric,metric_value,airzone,colour_order,colour,label,colour_text,labels,popup
Burnaby Mountain,FALSE,NA,2016,49.2797,-122.9222,NO2,no2_1hr,34,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,FALSE,NA,2016,49.2797,-122.9222,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Burnaby-Mtn,yellow,Actions for Preventing Air Quality Deterioration,Burnaby Mountain <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby Mountain,TRUE,NA,2016,49.2797,-122.9222,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Burnaby-Mtn,yellow,Actions for Preventing Air Quality Deterioration,Burnaby Mountain <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby Mountain,FALSE,NA,2017,49.2797,-122.9222,NO2,no2_ann,7.4,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,FALSE,NA,2017,49.2797,-122.9222,O3,o3_8h,55,Lower Fraser Valley,2,#FEE08B,Burnaby-Mtn,yellow,Actions for Preventing Air Quality Deterioration,Burnaby Mountain <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby Mountain,TRUE,NA,2017,49.2797,-122.9222,O3,o3_8h,55,Lower Fraser Valley,2,#FEE08B,Burnaby-Mtn,yellow,Actions for Preventing Air Quality Deterioration,Burnaby Mountain <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby Mountain,FALSE,NA,2018,49.2797,-122.9222,NO2,no2_ann,7.4,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,FALSE,NA,2018,49.2797,-122.9222,O3,o3_8h,58,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,TRUE,NA,2018,49.2797,-122.9222,O3,o3_8h,58,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,FALSE,NA,2019,49.2797,-122.9222,NO2,no2_1hr,36.7,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,FALSE,NA,2019,49.2797,-122.9222,O3,o3_8h,57,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,TRUE,NA,2019,49.2797,-122.9222,O3,o3_8h,57,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,FALSE,NA,2020,49.2797,-122.9222,NO2,no2_1hr,33.8,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,FALSE,NA,2020,49.2797,-122.9222,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Burnaby-Mtn,yellow,Actions for Preventing Air Quality Deterioration,Burnaby Mountain <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby Mountain,TRUE,NA,2020,49.2797,-122.9222,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Burnaby-Mtn,yellow,Actions for Preventing Air Quality Deterioration,Burnaby Mountain <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby Mountain,FALSE,NA,2021,49.2797,-122.9222,NO2,no2_1hr,31.6,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,FALSE,NA,2021,49.2797,-122.9222,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Burnaby-Mtn,yellow,Actions for Preventing Air Quality Deterioration,Burnaby Mountain <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby Mountain,TRUE,NA,2021,49.2797,-122.9222,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Burnaby-Mtn,yellow,Actions for Preventing Air Quality Deterioration,Burnaby Mountain <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby Mountain,FALSE,NA,2022,49.2797,-122.9222,NO2,no2_ann,6.7,Lower Fraser Valley,2,#FEE08B,Burnaby-Mtn,yellow,Actions for Preventing Air Quality Deterioration,Burnaby Mountain <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby Mountain,FALSE,NA,2022,49.2797,-122.9222,O3,o3_8h,57,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby Mountain,TRUE,NA,2022,49.2797,-122.9222,O3,o3_8h,57,Lower Fraser Valley,3,#F46D43,Burnaby-Mtn,orange,Actions for Preventing CAAQS Exceedance,Burnaby Mountain <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby North Eton,FALSE,NA,2013,49.2875,-123.0078,SO2,so2_1hr,38,Lower Fraser Valley,2,#FEE08B,Burnaby-North Eton,yellow,Actions for Preventing Air Quality Deterioration,Burnaby North Eton <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby North Eton,FALSE,NA,2014,49.2875,-123.0078,SO2,so2_ann,1.7,Lower Fraser Valley,1,#A6D96A,Burnaby-North Eton,green,Actions for Keeping Clean Areas Clean,Burnaby North Eton <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby North Eton,FALSE,NA,2015,49.2875,-123.0078,SO2,so2_ann,0.9,Lower Fraser Valley,1,#A6D96A,Burnaby-North Eton,green,Actions for Keeping Clean Areas Clean,Burnaby North Eton <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby North Eton,FALSE,NA,2016,49.2875,-123.0078,SO2,so2_ann,1,Lower Fraser Valley,1,#A6D96A,Burnaby-North Eton,green,Actions for Keeping Clean Areas Clean,Burnaby North Eton <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby North Eton,FALSE,NA,2017,49.2875,-123.0078,SO2,so2_ann,1.1,Lower Fraser Valley,1,#A6D96A,Burnaby-North Eton,green,Actions for Keeping Clean Areas Clean,Burnaby North Eton <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby North Eton,FALSE,NA,2018,49.2875,-123.0078,SO2,so2_ann,0.6,Lower Fraser Valley,1,#A6D96A,Burnaby-North Eton,green,Actions for Keeping Clean Areas Clean,Burnaby North Eton <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby North Eton,FALSE,NA,2019,49.2875,-123.0078,SO2,so2_ann,0.5,Lower Fraser Valley,1,#A6D96A,Burnaby-North Eton,green,Actions for Keeping Clean Areas Clean,Burnaby North Eton <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby North Eton,FALSE,NA,2020,49.2875,-123.0078,SO2,so2_ann,0.5,Lower Fraser Valley,1,#A6D96A,Burnaby-North Eton,green,Actions for Keeping Clean Areas Clean,Burnaby North Eton <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby North Eton,FALSE,NA,2021,49.2875,-123.0078,SO2,so2_ann,0.6,Lower Fraser Valley,1,#A6D96A,Burnaby-North Eton,green,Actions for Keeping Clean Areas Clean,Burnaby North Eton <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby North Eton,FALSE,NA,2022,49.2875,-123.0078,SO2,so2_ann,0.7,Lower Fraser Valley,1,#A6D96A,Burnaby-North Eton,green,Actions for Keeping Clean Areas Clean,Burnaby North Eton <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2013,49.2153,-122.9856,NO2,no2_ann,14.4,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2013,49.2153,-122.9856,O3,o3_8h,42,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2013,49.2153,-122.9856,O3,o3_8h,42,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2013,49.2153,-122.9856,PM25,pm25_annual,4.6,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,TRUE,PM25 SHARP5030,2013,49.2153,-122.9856,PM25,pm25_annual,4.6,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2013,49.2153,-122.9856,SO2,so2_ann,0.6,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2014,49.2153,-122.9856,NO2,no2_ann,14,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2014,49.2153,-122.9856,O3,o3_8h,42,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2014,49.2153,-122.9856,O3,o3_8h,42,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2014,49.2153,-122.9856,PM25,pm25_annual,5.4,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,TRUE,PM25 SHARP5030,2014,49.2153,-122.9856,PM25,pm25_annual,5.4,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2014,49.2153,-122.9856,SO2,so2_ann,0.6,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2015,49.2153,-122.9856,NO2,no2_ann,13.8,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2015,49.2153,-122.9856,O3,o3_8h,42,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2015,49.2153,-122.9856,O3,o3_8h,42,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2015,49.2153,-122.9856,PM25,pm25_annual,6.4,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,TRUE,PM25 SHARP5030,2015,49.2153,-122.9856,PM25,pm25_annual,6.3,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2015,49.2153,-122.9856,SO2,so2_ann,0.4,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2016,49.2153,-122.9856,NO2,no2_ann,12.2,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2016,49.2153,-122.9856,O3,o3_8h,40,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2016,49.2153,-122.9856,O3,o3_8h,40,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2016,49.2153,-122.9856,PM25,pm25_annual,5.9,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,TRUE,PM25 SHARP5030,2016,49.2153,-122.9856,PM25,pm25_annual,5.8,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2016,49.2153,-122.9856,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2017,49.2153,-122.9856,NO2,no2_ann,13.5,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2017,49.2153,-122.9856,O3,o3_8h,42,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2017,49.2153,-122.9856,O3,o3_8h,42,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2017,49.2153,-122.9856,PM25,pm25_24h,20,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,TRUE,PM25 SHARP5030,2017,49.2153,-122.9856,PM25,pm25_annual,5.4,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2017,49.2153,-122.9856,SO2,so2_ann,0.4,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2018,49.2153,-122.9856,NO2,no2_ann,12.5,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2018,49.2153,-122.9856,O3,o3_8h,44,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2018,49.2153,-122.9856,O3,o3_8h,44,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2018,49.2153,-122.9856,PM25,pm25_24h,23,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,TRUE,PM25 SHARP5030,2018,49.2153,-122.9856,PM25,pm25_annual,5,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2018,49.2153,-122.9856,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2019,49.2153,-122.9856,NO2,no2_ann,12.6,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2019,49.2153,-122.9856,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2019,49.2153,-122.9856,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2019,49.2153,-122.9856,PM25,pm25_24h,23,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,TRUE,PM25 SHARP5030,2019,49.2153,-122.9856,PM25,pm25_annual,5.1,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2019,49.2153,-122.9856,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2020,49.2153,-122.9856,NO2,no2_ann,10.6,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2020,49.2153,-122.9856,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2020,49.2153,-122.9856,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2020,49.2153,-122.9856,PM25,pm25_annual,5.8,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,TRUE,PM25 SHARP5030,2020,49.2153,-122.9856,PM25,pm25_annual,5,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2020,49.2153,-122.9856,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2021,49.2153,-122.9856,NO2,no2_ann,10.6,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2021,49.2153,-122.9856,O3,o3_8h,44,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2021,49.2153,-122.9856,O3,o3_8h,44,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2021,49.2153,-122.9856,PM25,pm25_annual,5.2,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,TRUE,PM25 SHARP5030,2021,49.2153,-122.9856,PM25,pm25_annual,4.7,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2021,49.2153,-122.9856,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,NA,2022,49.2153,-122.9856,NO2,no2_ann,11.7,Lower Fraser Valley,3,#F46D43,Burnaby-South,orange,Actions for Preventing CAAQS Exceedance,Burnaby South <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burnaby South,FALSE,NA,2022,49.2153,-122.9856,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,TRUE,NA,2022,49.2153,-122.9856,O3,o3_8h,45,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> O3 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burnaby South,FALSE,PM25 SHARP5030,2022,49.2153,-122.9856,PM25,pm25_annual,5.5,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,TRUE,PM25 SHARP5030,2022,49.2153,-122.9856,PM25,pm25_annual,5,Lower Fraser Valley,2,#FEE08B,Burnaby-South,yellow,Actions for Preventing Air Quality Deterioration,Burnaby South <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Burnaby South,FALSE,NA,2022,49.2153,-122.9856,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Burnaby-South,green,Actions for Keeping Clean Areas Clean,Burnaby South <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2013,54.2307,-125.7643,PM25,pm25_annual,NA,Central Interior,0,#dbdbdb,Burns Lake,grey,Insufficient Data,Burns Lake Fire Centre <br> PM25 Management Action: grey <br> Insufficient Data
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2013,54.2307,-125.7643,PM25,pm25_annual,NA,Central Interior,0,#dbdbdb,Burns Lake,grey,Insufficient Data,Burns Lake Fire Centre <br> PM25 Management Action: grey <br> Insufficient Data
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2014,54.2307,-125.7643,PM25,pm25_annual,NA,Central Interior,0,#dbdbdb,Burns Lake,grey,Insufficient Data,Burns Lake Fire Centre <br> PM25 Management Action: grey <br> Insufficient Data
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2014,54.2307,-125.7643,PM25,pm25_annual,NA,Central Interior,0,#dbdbdb,Burns Lake,grey,Insufficient Data,Burns Lake Fire Centre <br> PM25 Management Action: grey <br> Insufficient Data
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2015,54.2307,-125.7643,PM25,pm25_annual,7.4,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2015,54.2307,-125.7643,PM25,pm25_annual,7.4,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2016,54.2307,-125.7643,PM25,pm25_annual,7.2,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2016,54.2307,-125.7643,PM25,pm25_annual,7.2,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,FALSE,PM25 SHARP5030,2017,54.2307,-125.7643,PM25,pm25_annual,7,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Burns Lake Fire Centre,TRUE,PM25 SHARP5030,2017,54.2307,-125.7643,PM25,pm25_annual,6.9,Central Interior,3,#F46D43,Burns Lake,orange,Actions for Preventing CAAQS Exceedance,Burns Lake Fire Centre <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
