parameter,site,instrument,tfee,year,metric,value
PM25,Kelowna,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_MEAN_24h,4.878481499473727
PM25,Kelowna,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_MEAN_24h,4.878481499473727
PM25,Kelowna,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_MEAN_24h,4.878481499473727
PM25,Kelowna,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_MEAN_24h,4.878481499473727
PM25,Merritt Granite-Garcia Mobile,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_98P_24h,13.565217391304348
PM25,Merritt Granite-Garcia Mobile,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_98P_24h,13.565217391304348
PM25,Merritt Granite-Garcia Mobile,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_98P_24h,13.565217391304348
PM25,Merritt Granite-Garcia Mobile,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_98P_24h,13.565217391304348
PM25,Merritt Granite-Garcia Mobile,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_MEAN_24h,4.8298835032244645
PM25,Merritt Granite-Garcia Mobile,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_MEAN_24h,4.8298835032244645
PM25,Merritt Granite-Garcia Mobile,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_MEAN_24h,4.8298835032244645
PM25,Merritt Granite-Garcia Mobile,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_MEAN_24h,4.8298835032244645
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_98P_24h,11.916666666666666
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_98P_24h,11.916666666666666
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_98P_24h,11.916666666666666
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_98P_24h,11.916666666666666
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_MEAN_24h,4.248784826898312
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_MEAN_24h,4.248784826898312
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_MEAN_24h,4.248784826898312
PM25,Nanaimo Labieux Road,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_MEAN_24h,4.248784826898312
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,FALSE,1999,RAW_ANNUAL_98P_24h,14.5
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,TRUE,1999,RAW_ANNUAL_98P_24h,14.5
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,FALSE,1999,ROUNDED_ANNUAL_98P_24h,14.5
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,TRUE,1999,ROUNDED_ANNUAL_98P_24h,14.5
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,FALSE,1999,RAW_ANNUAL_MEAN_24h,4.885769659871739
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,TRUE,1999,RAW_ANNUAL_MEAN_24h,4.885769659871739
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,FALSE,1999,ROUNDED_ANNUAL_MEAN_24h,4.885769659871739
PM25,Pitt Meadows Meadowlands School,PM25 SHARP5030,TRUE,1999,ROUNDED_ANNUAL_MEAN_24h,4.885769659871739
PM25,Pitt Meadows Meadowlands School,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_98P_24h,14.5
PM25,Pitt Meadows Meadowlands School,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_98P_24h,14.5
PM25,Pitt Meadows Meadowlands School,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_98P_24h,14.5
PM25,Pitt Meadows Meadowlands School,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_98P_24h,14.5
PM25,Pitt Meadows Meadowlands School,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_MEAN_24h,4.885769659871739
PM25,Pitt Meadows Meadowlands School,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_MEAN_24h,4.885769659871739
PM25,Pitt Meadows Meadowlands School,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_MEAN_24h,4.885769659871739
PM25,Pitt Meadows Meadowlands School,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_MEAN_24h,4.885769659871739
PM25,Powell River Cranberry Lake,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_98P_24h,9.333333333333334
PM25,Powell River Cranberry Lake,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_98P_24h,9.333333333333334
PM25,Powell River Cranberry Lake,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_98P_24h,9.333333333333334
PM25,Powell River Cranberry Lake,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_98P_24h,9.333333333333334
PM25,Powell River Cranberry Lake,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_MEAN_24h,2.937182341798747
PM25,Powell River Cranberry Lake,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_MEAN_24h,2.937182341798747
PM25,Powell River Cranberry Lake,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_MEAN_24h,2.937182341798747
PM25,Powell River Cranberry Lake,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_MEAN_24h,2.937182341798747
PM25,Prince George Plaza 400,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_98P_24h,25.125
PM25,Prince George Plaza 400,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_98P_24h,25.125
PM25,Prince George Plaza 400,PM25_R&P_TEOM,FALSE,1999,ROUNDED_ANNUAL_98P_24h,25.125
PM25,Prince George Plaza 400,PM25_R&P_TEOM,TRUE,1999,ROUNDED_ANNUAL_98P_24h,25.125
PM25,Prince George Plaza 400,PM25_R&P_TEOM,FALSE,1999,RAW_ANNUAL_MEAN_24h,8.03772139199125
PM25,Prince George Plaza 400,PM25_R&P_TEOM,TRUE,1999,RAW_ANNUAL_MEAN_24h,8.03772139199125
